"A101"	"A90"	"A264"	"A263"	"A274"	"A199"	"A114"	"A110"	"A136"	"A246"	"A44"	"A273"	"A248"	"A47"	"A286"	"A281"	"A117"	"A60"	"A218"	"A220"	"A45"	"A164"	"A184"	"A159"	"A203"	"A32"	"A235"	"A231"	"A250"	"A290"	"A76"	"A126"	"A219"	"A106"	"A229"	"A67"	"A112"	"A118"	"A111"	"A242"	"A245"	"A20"	"A89"	"A156"	"A236"	"A256"	"A178"	"A77"	"A198"	"A200"	"A02"	"A233"	"A271"	"A169"	"A302"	"A303"	"A59"	"A70"	"A74"	"A68"	"A07"	"A27"	"A99"	"A94"	"A88"	"A86"	"A87"	"A121"	"A132"	"A138"	"A149"	"A147"	"A143"	"A146"	"A145"	"A185"	"A180"	"A154"	"A174"	"A155"	"A166"	"A176"	"A182"	"A160"	"A177"	"A186"	"A190"	"A211"	"A195"	"A208"	"A205"	"A217"	"A189"	"A215"	"A188"	"A06"	"A40"	"A39"	"A36"	"A79"	"A05"	"A26"	"A15"	"A35"	"A238"	"A230"	"A23"	"A234"	"A240"	"A257"	"A260"	"A268"	"A251"	"A259"	"A275"	"A261"	"A292"	"A288"	"A279"	"A50"	"A280"	"A284"	"A301"	"A308"	"A224"	"A297"	"A304"	"A183"	"A202"	"A46"
"OTU_566976"	3	3	1	0	0	34	14	1	12	10	2	19	0	15	80	1	0	2	7	292	9	0	0	0	6	10	1	2	2	1	1	51	0	7	3	7	6	13	0	3	32	11	8	5	9	0	0	0	15	0	3	13	2	3	44	2	14	7	2	1	3	0	14	4	0	13	1	1	7	14	13	3	2	0	0	27	48	15	18	11	0	2	3	10	1	48	9	7	2	0	0	0	3	2	0	10	1	1	4	3	0	0	1	2	8	0	0	0	12	3	13	7	0	41	15	1	2	3	5	1	16	19	3	10	1	1	2	0	1	0
"OTU_114510"	6	9	2	0	14	66	11	1	152	19	3	26	0	1	9	7	0	7	19	279	3	0	1	1	12	26	2	1	1	1	5	50	1	8	3	88	46	20	0	10	6	3	32	34	48	2	2	0	58	1	48	124	15	19	33	7	34	23	32	0	7	0	61	58	12	7	0	11	110	103	26	21	5	2	0	176	68	183	55	86	2	25	4	58	3	177	31	31	2	5	1	2	1	3	1	51	10	6	1	1	5	0	1	14	36	1	0	1	25	26	38	36	2	19	28	0	13	14	16	3	17	4	33	13	7	5	0	1	0	1
"OTU_552922"	0	0	0	0	2	2	0	0	0	0	0	0	0	3	0	0	0	0	1437	0	0	0	0	0	1	0	0	0	0	0	0	1	14	3	0	0	7	0	0	2	1	0	0	0	1	0	0	0	0	0	20	0	0	0	1	28	0	0	0	0	0	0	0	839	0	4	1	0	0	0	0	0	0	3	0	7	0	3	0	0	4	1	0	1	0	0	0	50	0	0	1	3	0	1	3	0	0	322	0	0	0	1	0	0	0	12	0	1	0	1	0	0	2	0	0	0	0	13	0	2	0	0	0	0	0	0	0	5	0	0
"OTU_1523627"	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	37	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"OTU_219151"	0	0	0	0	106	15	19	0	0	0	0	1	0	28	0	0	4	1	7116	0	0	0	0	0	0	0	0	0	0	0	0	0	115	29	0	0	270	0	0	13	22	0	0	5	0	0	0	0	0	0	92	0	7	0	2	392	0	0	5	2	0	0	0	3981	0	14	0	0	0	0	0	0	0	17	0	37	0	20	1	1	31	65	7	4	0	0	0	216	12	1	9	24	1	10	184	0	0	1475	0	0	0	3	3	0	0	44	8	0	0	2	0	0	11	2	0	0	0	36	0	0	2	1	0	1	9	0	0	36	0	0
"OTU_4449458"	0	1	1	0	0	0	0	0	0	5	3	0	0	0	0	0	8	1	1	0	1	2	0	0	0	195	0	0	0	0	0	0	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	2	0	0	0	1	0	0	91	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1851	1	0	0	0	2	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0
"OTU_4334053"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	488	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	23	0	0	0	0	0	0	0
"OTU_584176"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	29	0	0	0	0	0	0	0	3598	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	15	0	0	28	2	0	1	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	7	0	0	0	0	0	2	0	0	0	216	0	0	234	0	0	0	4	6	0	0
"OTU_710275"	0	0	0	0	0	0	0	9	0	1	0	1	0	1	0	0	0	0	102	0	0	3	0	0	0	7	0	6	0	0	0	2	1	1	0	0	0	0	8	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	75	0	195	0	1	0	162	0	7	98	1	0	0	0	0	0	17	0	0	0	3	0	0	0	1	0	0	0	0	0	328	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	7	0	0	0	0	2	0	0	1	0	0	0	433	0	1	15	1	0	0	0	0	0	0
"OTU_354574"	0	0	0	0	0	0	0	0	0	46	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"OTU_359872"	0	0	0	1	0	0	155	0	0	69	12	0	1	0	675	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	195	0	0	0	106	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	6419	0	250	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	576	0	0	0	0	0	887	0	1	0	0	0	0	0	31	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	596	0	1	1	76	0	0	0	0
"OTU_4472091"	106	0	8	0	0	60	42	0	0	0	0	4	0	0	0	0	109	0	0	0	108	0	0	0	6	0	0	51	0	0	0	0	1	0	0	0	1	0	0	0	0	40	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	93	0	58	0	0	0	0	0	0	0	0	44	0	0	49	41	0	0	0	0	25	0	0	0	0	9	0	0	16	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	17	0	145	0	0	3	1	1	0	0	18	0	0	0	0
"OTU_180999"	0	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"OTU_4414476"	1	3	0	34	0	0	1236	0	0	0	0	1494	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	1	0	0	22	0	0	0	0	0	0	0	1	0	0	1	0	2	3	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	3	0	0	0	1	0	0	0	0	673	0	0	0	0	0	0
"OTU_193191"	1	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_4457427"	1	1	0	0	0	0	25	0	0	0	0	0	0	1	3	0	0	1	1	0	0	2	0	0	0	0	1	1	0	1	1	0	1	0	0	0	219	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	2	2	0	0	1	1	0	1	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	134	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	47	0	0	0	0	0	0	0	0	1	0	3	0	1	3	0	0	0	0	0	0	0	2
"OTU_188008"	11	0	0	328	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
"OTU_4339832"	0	0	2	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	298	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	23	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"OTU_4469576"	296	35	135	3	1	597	30	0	0	1	2	1742	2	259	0	0	1	0	2	0	291	0	0	0	781	1	0	0	1	0	0	0	1	5752	72	0	0	0	0	58	4	271	0	0	0	0	5	1	0	0	4	0	2	0	0	3	6095	0	1	1	0	0	0	0	1	6388	0	0	0	0	0	0	1	72	0	0	0	0	1	0	0	2	0	0	0	1	3628	0	2	3	401	0	0	0	2	1	572	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	2	2	0	185	2	0	0	2	795	1	0	412	0	0	1	0	2	0
"OTU_13986"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1911	0	0	0	0	0	0	0	0	0	2258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	29	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"OTU_358939"	29	0	32	1	0	0	0	0	0	0	0	5	0	54	0	0	0	0	0	0	88	0	0	0	2	0	0	0	0	0	0	0	0	150	4	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	10	0	0	0	0	0	0	0	0	491	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	48	0	0	31	0	0	0	0	0	0
"OTU_2762219"	0	0	13	1	0	0	1	0	0	0	0	2	0	45	2	0	0	0	0	1	43	0	0	0	0	0	0	0	0	0	0	0	3	7	9	0	0	0	0	43	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	82	0	0	0	0	0	0
"OTU_2549971"	160	0	11	1129	1	31	0	0	0	0	14	20	1	56	287	0	1	0	0	2	137	0	0	0	0	0	0	414	0	0	4	1	107	219	646	0	0	0	0	13	111	0	0	0	0	0	0	0	0	1	0	0	0	1	190	2	0	0	1	0	0	1	0	0	0	70	0	0	0	0	3	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	43	8	2	1	52	1	1	0	0	0	0
"OTU_593043"	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_588471"	4949	1	3	0	0	0	1	1	1	0	0	0	0	2	2	4	14738	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	2	1	2	0	0	0	0	0	0	0	2	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	61288	1	1	2	4	1	0	0	0	1	0	0	2
"OTU_4306262"	0	0	33347	0	1	0	0	0	3	1	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	978	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1	3	4	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6352	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	2	1	0	0	0	1
"OTU_192963"	0	0	4	3	1	0	0	0	1	0	0	9499	2	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	55965	2	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_3825935"	0	0	0	0	0	0	25	0	1	0	0	1	0	0	0	0	0	0	7	96	2	0	28	118	0	12	4	0	2	91	0	0	1	52	0	0	0	0	0	0	0	0	1	0	0	86	0	0	1	0	0	1	0	3	0	7	0	9	0	4	0	0	41	4	12	0	0	5	36	37	0	0	3	0	25	0	0	12	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	13	0	1	0	0	0	37	2	0	0	0	0	63	0	0	0	3	3	0	1
"OTU_2683271"	37	0	117	145	0	13	4	0	0	0	5	7	1	212	97	0	1	1	0	280	195	0	0	0	0	0	0	187	0	243	11	44	57	36	34	1	2	0	0	24	57	1	0	0	0	0	1	0	0	90	0	0	1	0	64	42	0	0	0	0	1	1	0	0	0	46	0	0	0	0	42	1	0	0	59	0	65	0	65	0	1	0	0	0	0	1	0	0	0	18	25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	25	69	135	0	97	1	30	43	0	0	0
"OTU_1654474"	2	0	3	79	0	0	3	0	0	0	0	16	0	10	3	0	0	0	0	6	12	0	0	0	0	0	0	5	0	7	0	2	2	0	0	1	0	0	0	0	1558	0	0	0	0	0	0	0	0	2	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	7	0	0	2	0	0	0
"OTU_189403"	0	0	6	4	0	1	0	0	0	0	0	1	0	0	25	0	0	0	0	8	290	0	0	0	0	0	0	824	0	1	1	77	2	3	152	0	0	1	0	0	7	0	0	0	0	0	1	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	3	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	3	2	1	49	0	0	2	0	0	0
"OTU_342397"	6	0	9	42	0	4	1	0	0	0	0	7	0	2	0	0	0	0	0	5	54	0	0	0	0	0	0	127	0	7	0	1	3	3	43	0	1	1	0	14	217	0	0	0	0	0	0	0	0	5	0	0	0	0	2	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	9	0	2	3	0	0	0
"OTU_3715618"	0	0	41	1	0	39	3	0	0	0	16	1	0	8	659	0	0	0	0	6	29	0	0	0	0	0	0	8	0	2	0	3	110	1	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	0	1	5	0	0	0
"OTU_191999"	7	0	12	7	0	1	0	0	0	0	0	0	0	42	10	0	0	0	0	22	37	0	0	0	0	0	0	26	0	34	0	10	2	1	4	0	0	0	0	5	10	0	0	0	0	0	0	0	0	13	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0	11	0	5	0	4	0	0	0	0	0	0	0	0	0	0	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	12	0	10	0	1	3	0	0	0
"OTU_2714942"	785	0	2260	1852	3	148	31	3	2	1	35	114	3	3823	1739	1	2	4	0	2413	3973	0	1	0	0	1	3	2875	0	4611	68	689	524	505	623	1	1	0	1	431	977	1	0	0	4	4	6	4	2	1433	1	0	6	1	1000	571	1	3	1	2	1	0	0	0	2	885	0	1	3	1	769	1	3	0	963	1	582	1	1097	1	1	0	1	0	0	0	2	0	4	444	180	2	1	7	3	0	3	2	1	4	7	2	2	3	1	2	2	1	1	1	0	4	2	1	1	2	1	1	5	346	1449	2328	2	1317	3	266	1007	0	2	1
"OTU_184729"	3	0	11	13	0	0	0	0	0	0	0	0	0	23	9	0	0	0	0	19	28	0	0	0	0	0	0	20	0	31	0	3	5	3	3	0	0	0	0	3	12	0	0	0	0	0	0	0	0	6	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	7	0	4	0	7	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	19	0	3	0	0	6	0	0	0
"OTU_4343631"	3	0	11	15	0	0	0	0	0	0	0	2	0	62	17	0	0	0	0	22	37	0	0	0	0	0	0	22	0	52	0	6	2	2	9	0	0	0	0	3	9	0	0	0	0	0	0	0	0	14	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0	0	0	8	0	6	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22	19	0	16	0	0	10	0	0	0
"OTU_4416025"	306	1	70	85	5	6	0	0	1	0	80	9	1	103	33	1	1	0	0	83	935	0	0	0	1	0	0	115	0	133	2	3	7	12	12	0	1	0	0	3567	41	0	1	0	3	1	2	2	1	39	2	1	0	0	14	5	0	1	0	0	0	0	0	0	0	22	0	0	0	0	17	0	2	0	4511	0	19	0	307	0	0	0	0	0	0	0	3	1	3	8	7	2	1	1	2	0	3	2	0	0	3	0	0	1	1	2	0	1	0	0	1	2	1	0	1	1	2	1	1	11	56	65	0	68	1	4	39	0	0	0
"OTU_3633129"	19	0	32	47	0	5	0	0	0	0	0	4	0	120	34	0	0	0	0	62	131	0	0	0	0	0	0	72	0	143	0	11	10	17	13	0	0	0	0	4	25	0	0	0	0	1	0	0	0	37	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	23	0	0	0	0	22	0	0	0	32	0	17	0	29	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	34	77	0	27	0	8	32	0	0	0
"OTU_2575651"	85	0	211	358	0	30	3	0	0	2	5	35	0	731	224	1	0	3	0	499	816	0	0	0	0	0	0	511	0	828	5	96	76	81	84	1	0	0	1	79	339	2	0	0	1	2	2	0	0	204	0	0	0	2	117	70	1	1	0	0	1	0	0	0	0	173	0	0	0	0	120	1	0	0	180	0	104	0	163	0	0	0	0	0	0	0	0	0	1	39	23	0	1	1	1	0	1	1	2	0	1	0	2	0	0	1	0	1	0	0	0	1	0	1	0	0	1	2	1	55	273	384	0	213	0	22	171	0	1	0
"OTU_2724175"	8099	2	20468	26137	13	1365	290	6	9	14	335	1842	8	60933	20631	23	5	13	10	34383	55443	1	1	1	13	5	12	36071	12	73396	534	5902	4187	6164	7098	6	11	12	6	4985	15289	12	3	2	7	20	32	14	15	19048	9	1	7	26	11837	6462	8	12	17	13	13	9	4	2	2	10887	1	8	13	7	9022	17	16	18	14757	4	8616	3	11821	1	0	6	5	1	6	13	11	15	23	2822	1494	6	11	21	17	10	13	7	7	15	19	11	16	9	11	5	18	7	8	11	15	12	13	3	7	9	24	9	28	4599	21429	33556	5	15888	22	2098	15949	2	9	23
"OTU_1839271"	36	0	131	172	1	8	1	0	0	3	6	20	1	344	107	0	0	1	1	218	412	1	0	1	0	1	0	260	0	385	1	27	24	37	39	1	0	0	0	49	131	0	1	0	0	0	1	2	1	114	2	0	2	0	49	29	0	0	0	0	0	0	0	0	0	64	0	0	0	0	49	1	0	0	66	0	66	0	96	0	0	0	1	0	0	0	0	1	1	23	3	1	2	0	0	0	0	0	0	0	1	1	0	0	1	2	1	0	0	0	1	1	0	0	2	1	1	1	1	31	115	202	0	86	0	13	92	0	0	3
"OTU_4372625"	3	0	336	16	0	1	0	0	0	0	0	1	0	49	126	0	0	0	0	112	61	0	0	0	0	0	0	16	1	54	0	15	2	2	5	0	0	0	0	2	17	0	0	0	0	0	0	0	0	12	2	0	1	0	37	3	0	0	0	1	0	0	0	0	0	19	0	0	0	0	10	0	0	0	11	0	23	0	11	0	0	0	0	0	0	1	1	0	0	4	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	31	31	0	37	0	5	16	0	0	1
"OTU_182517"	12	0	31	22	0	4	0	0	0	0	0	1	0	108	29	0	0	0	0	64	118	0	0	0	0	0	0	70	0	111	0	16	8	7	9	0	0	0	0	8	28	0	0	0	0	0	0	0	0	29	1	0	1	0	12	10	0	0	0	0	0	0	0	0	0	16	0	0	0	0	14	0	0	1	21	0	16	0	23	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	37	53	0	18	0	6	25	0	0	0
"OTU_4183249"	18	0	28	24	0	1	0	0	0	0	0	2	0	89	20	0	0	0	0	56	70	0	0	0	0	0	0	61	0	94	0	18	3	18	9	0	0	0	0	10	20	0	0	1	0	0	0	0	0	13	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	16	0	0	0	0	9	0	0	0	14	0	8	0	24	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	34	47	0	23	0	2	13	0	0	0
"OTU_1860112"	610	1	1978	8043	2	123	26	1	1	1	32	187	3	439	5	1	3	0	0	2	475	0	0	0	2	0	0	10	0	9	65	74	479	1106	2091	0	2	1	0	1115	1771	0	0	0	0	2	1	1	1	3	0	0	0	0	263	334	1	0	1	0	0	2	0	0	1	472	0	0	1	0	9	1	0	0	10	0	3	0	12	0	0	1	0	1	0	0	1	1	0	3	14	1	5	4	0	2	0	2	0	2	1	1	0	0	0	0	2	0	0	0	3	4	1	2	0	1	2	0	0	518	169	5	1	274	0	2	1	0	0	2
"OTU_1917420"	12	0	48	79	1	3	2	0	0	1	1	2	0	78	36	1	0	0	0	69	112	0	0	0	2	0	0	58	1	100	3	19	18	15	16	0	0	1	0	10	33	0	0	0	0	0	0	0	0	30	0	1	0	0	16	15	0	0	0	0	0	0	0	0	0	20	0	0	0	1	29	0	0	0	28	0	13	0	26	0	0	0	0	0	0	0	1	0	0	12	8	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	2	0	0	9	32	68	0	38	1	7	33	0	1	0
"OTU_1830364"	5	0	19	10	2	0	0	0	0	0	2	1	0	24	8	0	0	0	0	15	42	0	1	0	0	0	1	20	0	8	0	1	2	1	3	0	0	0	0	94	9	0	0	0	0	0	0	1	0	7	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	63	0	5	0	9	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	2	5	3	5	0	8	0	2	6	0	0	1
"OTU_4396426"	0	0	0	1	0	17518	27	0	0	0	0	1	0	0	0	0	0	0	2	3	152	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1	3	1	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	9	1	3	2	1	2	4	5	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	2	1	0	2	0
