#OTUID	A101	A90	A264	A263	A274	A199	A114	A110	A136	A246	A44	A273	A248	A47	A286	A281	A117	A60	A218	A220	A45	A164	A184	A159	A203	A32	A235	A231	A250	A290	A76	A126	A219	A106	A229	A67	A112	A118	A111	A242	A245	A20	A89	A156	A236	A256	A178	A77	A198	A200	A02	A233	A271	A169	A302	A303	A59	A70	A74	A68	A07	A27	A99	A94	A88	A86	A87	A121	A132	A138	A149	A147	A143	A146	A145	A185	A180	A154	A174	A155	A166	A176	A182	A160	A177	A186	A190	A211	A195	A208	A205	A217	A189	A215	A188	A06	A40	A39	A36	A79	A05	A26	A15	A35	A238	A230	A23	A234	A240	A257	A260	A268	A251	A259	A275	A261	A292	A288	A279	A50	A280	A284	A301	A308	A224	A297	A304	A183	A202	A46	taxonomy
124906	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	14	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	1	0	0	2	0	0	76	43	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__
12562	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	40	0	0	0	66	5	0	0	0	0	0	979	1	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__europaeus
12564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
12574	212	95	30	56	0	131	55	0	0	0	0	19	0	0	7	0	0	0	5	0	110	0	1	1	20	0	0	0	139	0	0	0	2	60	76	0	0	64	120	51	91	134	0	0	10	1	0	287	6	433	2	4	31	49	38	0	0	0	1	0	80	74	26	0	0	0	0	43	50	0	0	82	76	1	0	0	0	114	19	1	0	52	29	0	0	425	1	409	44	0	0	15	0	0	0	0	0	0	285	0	31	0	0	0	65	7	0	0	0	0	0	4	0	60	0	5	0	4	0	0	1624	0	16	0	0	0	0	6	1	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
128382	0	3	2	2	1	4	0	0	0	0	0	730	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	1	0	0	0	4609	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	1	0	17	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5997	3168	1	1	0	0	3	0	0	0	4	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__
130103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
130663	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	64	0	7	0	0	5	0	8	0	0	3	0	13	0	3	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	2	0	48	0	0	0	0	21	0	0	0	0	0	0	49	0	0	0	0	21	0	20	0	0	0	105	0	0	0	0	0	0	3	5	11	0	0	0	0	0	0	0	0	37	0	0	0	0	17	0	0	0	0	0	0	32	0	0	15	0	0	0	0	0	0	0	0	22	0	0	10	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis
133892	0	0	0	0	33	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	8	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
134671	0	0	1	30	1	0	1	22	0	8	1	2	72	46	0	23	4	0	9	0	21	46	49	12	0	0	87	19	1	7	0	0	72	25	4	13	19	0	27	58	7	0	7	10	80	17	147	15	4	1	8	0	134	0	3	40	7	22	0	48	6	2	0	39	1	0	18	43	0	0	0	7	41	15	7	12	0	9	0	104	71	57	105	61	157	1	1	39	34	7	96	97	86	38	21	8	2	164	13	1	29	20	19	1	0	221	0	208	0	0	0	1	11	0	5	3	2	6	0	26	1	54	13	4	9	0	30	296	59	4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
134726	0	0	0	2	6041	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	2	2	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
135956	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	7	0	0	11	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	200	0	0	0	167	3	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
137056	0	13	0	0	5	0	0	3	12	0	0	0	2	0	0	9	0	0	43	24	1	35	21	92	0	226	18	14	22	66	1	0	1	0	1	2	3	0	1	0	0	0	4	0	1	2	1	5	4	0	0	3	0	0	1	1	2	78	5	64	0	0	0	0	6	0	3	0	0	0	0	0	6	0	2	2	0	0	0	11	2	0	0	0	0	2	19	0	0	3	0	0	8	0	0	0	0	5	2	0	0	9	1	5	2	0	2	0	2	4	2	2	0	0	0	17	2	0	14	12	0	0	0	0	0	0	0	0	0	5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
138389	0	112	2372	40	1	784	0	87	2	10	3089	21	52	33	3742	1	175	0	35	36	93	0	0	0	81	134	3	1309	1	0	4358	5	3	17	120	1	20	10	369	63	1	114	0	1	19	7	0	204	143	190	5030	0	6	0	210	164	10928	573	930	307	427	43	0	0	0	226	2	24	12	22	56	86	7	220	37	653	0	639	21011	41	0	166	5370	1	2	6424	48	16	319	1	1237	785	54	5	2	247	2	799	2	0	268	522	2	296	3	5	52	434	216	4047	75	266	144	8184	48	31	158	58	544	196	1	54	1	1029	93	218	0	0	1	11	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
13986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1911	0	0	0	0	0	0	0	0	0	2258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	29	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
141145	3	3	1	0	5	37	15	0	49	21	4	9	0	2	8	4	0	0	16	113	1	0	1	0	10	35	0	0	1	0	2	17	0	9	3	57	14	13	2	9	3	2	13	11	22	0	0	0	17	0	36	63	6	9	12	1	8	7	10	0	1	2	27	18	12	7	2	0	24	31	13	5	3	1	0	72	27	41	18	16	1	1	1	13	1	48	12	9	3	4	1	0	1	1	1	36	12	4	5	2	4	1	0	22	23	1	1	0	66	10	16	22	4	3	8	1	8	12	7	1	12	4	29	5	3	1	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
14205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
144814	7	6	1	12	44	5	27	444	1	89	24	20	33	146	21	181	21	1	30	3	101	32	158	603	4	5	1740	159	2	25	1	0	53	91	12	297	85	25	125	114	20	3	215	77	344	772	48	15	18	5	302	0	309	0	3	54	109	193	25	230	28	24	0	798	19	34	145	471	3	1	0	104	166	63	314	312	2	188	3	529	315	154	159	486	876	23	12	403	60	67	55	210	114	5	4	207	54	316	28	19	26	54	11	59	9	66	0	115	2	21	0	42	21	15	91	18	0	287	0	16	5	137	258	100	342	1	109	147	8	284	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
146554	0	0	1	0	0	0	1497	0	0	0	0	4509	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii
147702	0	0	0	0	0	0	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
1504042	0	0	0	0	0	0	346	1	0	0	0	0	0	0	1	1	329	0	0	0	234	0	0	0	0	0	0	0	0	0	0	1	13	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	217	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	621	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
1508541	0	0	0	0	0	0	68	0	1	0	1	0	96	0	23	0	5	0	0	0	0	1	0	0	44	1	1	26	0	79	0	80	8	0	0	0	0	0	23	21	0	8	69	0	1	1	0	0	0	0	0	0	124	0	0	1	18	0	29	0	0	17	0	0	13	38	0	0	0	0	55	8	3	100	0	0	0	0	0	0	0	0	0	0	15	0	0	6	0	0	15	66	0	26	1	60	40	0	10	0	0	14	0	0	138	0	30	0	0	0	0	0	17	0	231	0	0	147	0	1	0	15	0	0	0	0	0	79	51	27	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
1523627	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	37	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
152485	0	3	6	2	0	0	0	1	0	0	1	0	7	7	84	0	0	0	0	3	2	0	0	0	5	215	0	19	1	0	16	1	0	12	7	0	0	41	17	6	0	6	0	0	1	0	0	3	2	6	2	0	22	0	1	4	342	116	189	8	4	0	0	0	0	33	0	0	1	21	3	2899	0	49	33	7	0	19	6	0	0	10	2	0	0	28	1	0	80	0	12	12	0	0	0	125	0	0	4	0	40	10	0	145	4	0	1	8	1	100	28	2	8	83	227	10	0	99	25	684	0	6	1	92	56	0	0	0	0	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae
157327	0	0	2	0	0	0	62	0	0	1	0	2	16	0	8	0	1	0	0	0	3	1	0	0	58	0	0	41	0	82	0	111	1	0	0	0	0	0	0	23	0	0	106	0	0	1	0	0	0	0	0	0	146	0	0	0	0	0	23	0	0	27	0	0	3	63	0	0	0	0	63	0	0	86	0	0	0	0	0	0	0	1	0	0	28	0	0	9	0	0	25	95	0	2	0	60	40	0	9	0	0	15	0	0	214	0	36	0	0	2	0	0	0	0	240	1	0	125	0	2	0	1	0	0	0	0	0	152	81	37	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
161423	0	1	12	0	0	0	471	0	0	0	0	0	1423	0	1007	0	0	0	0	0	0	0	0	0	318	0	0	1049	0	46	0	108	62	0	0	0	0	1	21	110	0	115	2	0	0	0	0	0	0	0	0	0	4	0	0	1	142	0	426	0	0	304	0	0	2	285	3	0	0	0	1	137	85	4	0	0	0	2	0	0	1	0	0	0	8	0	0	54	27	0	192	2	0	340	1	1	204	0	364	0	1	185	0	0	198	0	4	0	0	0	0	0	0	0	2	0	0	3	0	0	0	33	0	0	0	0	3	145	4	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
1625448	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
164413	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	6	0	0	0	0	0	131	2	6	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	12	1	1	0	0	0	0	2	0	2	24	7	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	3	3	0	0	0	1	0	1	0	0	0	0	7	0	0	0	10	0	5	0	0	0	0	4	7	1	0	0	1	0	1	3	0	2	6	0	1	0	1	0	0	0	0	0	2	k__Bacteria; p__Firmicutes; c__Bacilli
1646171	0	7	0	0	0	0	10	0	0	0	0	0	0	0	0	0	151	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
16513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	15	0	0	0	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	433	0	0	0	40	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
1654474	2	0	3	79	0	0	3	0	0	0	0	16	0	10	3	0	0	0	0	6	12	0	0	0	0	0	0	5	0	7	0	2	2	0	0	1	0	0	0	0	1558	0	0	0	0	0	0	0	0	2	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	7	0	0	2	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
165489	0	1	0	0	1	14	5	0	23	7	2	2	0	1	7	7	0	1	17	43	1	0	2	1	0	3	0	0	0	0	0	9	0	3	1	28	16	10	4	4	1	0	5	8	9	0	0	0	6	0	6	13	7	4	1	1	15	6	6	0	1	0	10	20	0	1	0	4	14	20	4	5	2	1	1	28	10	27	3	19	0	6	2	19	0	17	2	5	2	2	1	2	0	0	1	7	0	5	0	0	3	0	1	8	3	0	0	0	5	3	2	5	1	4	4	0	0	3	2	1	2	1	6	4	1	1	3	0	1	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
1663575	0	2	2	0	3	18	5	0	42	11	0	7	0	0	2	2	0	2	8	52	0	1	0	0	1	13	0	0	1	0	1	16	0	4	4	22	34	10	0	2	2	6	11	8	24	1	0	0	11	1	23	35	8	13	10	1	13	2	14	0	7	2	11	9	5	4	0	6	39	33	12	3	2	0	0	26	11	29	7	9	1	3	0	9	2	40	5	14	0	3	0	0	0	1	1	31	7	6	1	2	3	0	0	6	13	0	0	0	15	6	12	19	0	9	10	0	2	7	2	1	9	1	13	6	2	3	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
1667433	0	0	0	13	0	3	38	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
167646	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	34	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	2	0	11	0	0	11	4	0	0	0	0	0	0	5	23	0	170	0	0	0	0	1	0	0	0	0	9	0	0	1	0	0	52	7	0	0	0	11	0	0	0	3	0	0	1	0	0	2	15	0	0	1	30	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	514	0	1	12	5	0	0	0	5	0	0	0	2	0	0	0	2	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
167950	0	2	0	2	3	5	2	114	0	3	2	2	53	95	1	24	3	0	1274	2	4	1	28	8	5	0	10	105	0	2	0	2	8	22	4	6	88	2	92	89	28	6	13	9	77	9	4	1	1	1	4	0	15	1	4	28	3	12	16	20	5	5	3	100	1	1	22	36	1	2	1	32	38	45	1124	20	1	5	5	383	31	19	257	39	28	1	0	74	4	3	6	33	21	2	0	8	13	36	10	2	1	12	0	3	2	20	2	14	7	1	1	5	0	18	4	406	1	11	2	209	188	16	16	27	11	0	932	14	1	955	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
168439	0	0	0	1	0	0	413	0	0	0	1	24	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
170462	6406	3076	0	1	1	0	2	0	1	2	2	1598	0	2	5	0	1	0	0	2	4425	1	0	1	0	0	1	1	0	2	2	1	0	63	0	0	1	0	0	0	0	1	4	0	0	0	1	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	1	0	2	0	0	0	7664	0	0	0	0	0	0	1	1	2	0	3	1	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	2	0	3	0	0	0	0	0	1	2	0	0	0	2	0	671	1	0	0	0	1	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
170652	213	0	1	653	1	300	33	325	1	2	1	16	1115	1	25	9165	1	0	0	1	32	0	0	0	1	0	1	1	4	5	1	1	12	1	17	0	80	2	0	329	441	69	0	0	0	2	2	782	7140	1	9566	7	1	3	23	1	0	1	0	1	5356	2	0	4	1	42	1441	866	0	0	0	685	0	15	0	1347	0	1	168	3	0	3998	37	0	0	2	2380	0	18	1	0	1	4	0	4	0	0	110	1241	0	7	1	0	18	8	24	0	0	1	0	0	19105	2	154	13707	273	3	2	2	3376	0	1	0	596	321	0	0	2412	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__perfringens
171772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
172777	0	0	0	0	0	0	5	0	0	0	0	0	1202	0	167	0	0	0	0	0	0	0	0	0	27	0	0	7	0	1	0	8	29	1	0	0	0	0	65	22	0	26	0	0	0	0	0	0	0	0	0	0	4	0	0	0	58	0	4	0	0	6	0	0	37	5	0	0	0	0	4	18	12	31	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	5	1	0	71	0	2	5	0	4	0	1	31	0	0	104	0	3	0	0	0	0	0	43	0	6	0	0	2	0	0	0	30	0	0	0	0	0	2	1	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
173744	0	1	1	1	22	5	665	4	2	238	3	0	1	0	0	0	0	3	5	8	1	2	0	1	5	2	0	1	1	0	14151	1	8667	4	5	3	5	1	4	1	0	3939	0	0	0	1	1	5	2	7	0	0	4	1	2	4	2	2	4	1	32537	1	0	0	2	0	2	3	0	0	5	1	3	0	1	2	0	0	1	0	1	0	0	0	20960	0	6	102	7	5	1253	5	5	54590	31354	6	2	4	1429	2	0	3082	3	1	9	0	0	0	0	1	1	0	2	2	1	3	1	0	0	2	5	2	4	6	7	17651	2	0	4	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__
173965	0	0	0	0	0	0	10	0	0	0	0	270	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
